,Слово,Частота
1653,перевезення,3
1654,сайт,3
1655,інформацією,3
1656,сплатити,3
1657,відбувалося,3
1658,уникав,3
1659,двома,3
1660,майбутнього,3
1661,темпи,3
1662,протидії,3
1663,пройшов,3
1664,поставки,3
1665,податків,3
1666,низку,3
1667,середині,3
1668,інфраструктури,3
1669,65,3
1670,джерело,3
1671,прав,3
1672,терміни,3
1673,основі,3
1674,створив,3
1675,частини,3
1676,язує,3
1677,штатів,3
1678,приєднання,3
1679,зарплати,3
1680,instagram,3
1681,контакту,3
1682,республіканців,3
1683,повторити,3
1684,запровадження,3
1685,постачань,3
1686,меті,3
1687,штатами,3
1688,пошук,3
1689,народний,3
1690,надається,3
1691,яті,3
1692,оголосила,3
1693,досліджує,3
1694,тайваню,3
1695,залежні,3
1696,керівництва,3
1697,криму,3
1698,постачальників,3
1699,литви,3
1700,пособників,3
1701,другого,3
1702,блекаутів,3
1703,центрі,3
1704,спільно,3
1705,оригінальному,3
1706,міжнародна,3
1707,готується,3
1708,керівник,3
1709,регуляторі,3
1710,послуг,3
1711,підготовки,3
1712,виду,3
1713,експортувати,3
1714,євтушенкова,3
1715,керівника,3
1716,відшкодування,3
1717,інститут,3
1718,маємо,3
1719,пішло,3
1720,законодавчу,3
1721,дослідженні,3
1722,провести,3
1723,низці,3
1724,загроза,3
1725,автономії,3
1726,півдні,3
1727,заміни,3
1728,and,3
1729,встановлювати,3
1730,центр,3
1731,пшениці,3
1732,статті,3
1733,вищим,3
1734,станції,3
1735,біонічної,3
1736,обсягу,3
1737,підприємства,3
1738,постачальником,3
1739,додона,3
1740,vega,3
1741,відбуваються,3
1742,призведе,3
1743,порушують,3
1744,помилки,3
1745,військову,3
1746,діяльність,3
1747,перспективу,3
1748,одразу,3
1749,юань,3
1750,повноцінний,3
1751,республіки,3
1752,турецької,3
1753,валютах,3
1754,виникає,3
1755,помилкою,3
1756,столицях,3
1757,демократичної,3
1758,приймати,3
1759,операторів,3
1760,виходить,3
1761,годин,3
1762,вашингтоні,3
1763,вільнюсі,3
1764,проблем,3
1765,1990,3
1766,скептиків,3
1767,вдасться,3
1768,відчуває,3
1769,статися,3
1770,учасники,3
1771,for,3
1772,мітинги,3
1773,мер,3
1774,кажуть,3
1775,політична,3
1776,єра,3
1777,входять,3
1778,звинувачення,3
1779,національних,3
1780,складі,3
1781,тижнів,3
1782,скептики,3
1783,першого,3
1784,подолати,3
1785,пропонує,3
1786,губернатора,3
1787,виглядає,3
1788,законодавства,3
1789,reaper,3
1790,додає,3
1791,половини,3
1792,побачити,3
1793,28,3
1794,бачать,3
1795,мінус,3
1796,діє,3
1797,інтернетом,3
1798,зник,3
1799,депутатів,3
1800,вимкнення,3
1801,політичний,3
1802,опитування,3
1803,складніша,3
1804,міллера,3
1805,частку,3
1806,мобільний,3
1807,висновок,3
1808,підхід,3
1809,організація,3
1810,суб,3
1811,надзвичайно,3
1812,турецька,3
1813,планах,3
1814,зарплата,3
1815,скасування,3
1816,створила,3
1817,безпеку,3
1818,регулярні,3
1819,показати,3
1820,досягнення,3
1821,здатний,3
1822,xa0в,3
1823,суперником,3
1824,українським,3
1825,банків,3
1826,мови,3
1827,захисту,3
1828,компаніям,3
1829,деокупації,3
1830,певну,3
1831,передумови,3
1832,фахівців,3
1833,нерухомості,3
1834,обрати,3
1835,реабілітації,3
1836,електричним,3
1837,стоїть,3
1838,втрачають,3
1839,винищувачів,3
1840,почне,3
1841,продовольчої,3
1842,працювали,3
1843,служби,3
1844,сбу,3
1845,тонн,3
1846,матеріал,3
1847,90,3
1848,результатом,3
1849,практично,3
1850,помилок,3
1851,лабораторії,3
1852,операціях,3
1853,мандич,3
1854,бюджет,3
1855,прагнення,3
1856,партій,3
1857,єврокомісія,3
1858,доступу,3
1859,погляди,3
1860,друзів,3
1861,кризу,3
1862,реагує,3
1863,скандали,3
1864,явилася,3
1865,недоліки,3
1866,арештованими,3
1867,форму,3
1868,підвищена,3
1869,єднує,3
1870,перебування,3
1871,чергу,3
1872,саміті,3
1873,давав,3
1874,критерії,3
1875,проросійською,3
1876,ухвалене,3
1877,проблемами,3
1878,артилерійських,3
1879,виробник,3
1880,ініціативу,3
1881,військово,3
1882,болгарію,3
1883,сербською,3
1884,теми,3
1885,значний,3
1886,називає,3
1887,зміцнюється,3
1888,передусім,3
1889,підсумки,3
1890,регіональних,3
1891,торік,3
1892,лютому,3
1893,державі,3
1894,ухвалити,3
1895,відповідальність,3
1896,центральної,3
1897,лист,3
1898,надходили,3
1899,чудово,3
1900,голоси,3
1901,йдуть,3
1902,ризиків,3
1903,гривневих,3
1904,the,3
1905,євроінтеграції,3
1906,борисова,3
1907,доволі,3
1908,експлуатації,3
1909,постачає,3
1910,враховуючи,3
1911,борисов,3
1912,спогади,3
1913,вести,3
1914,довелося,3
1915,техніки,3
1916,іспанії,3
1917,розмови,3
1918,впевненість,3
1919,відбудови,3
1920,контексті,3
1921,усунення,3
1922,бракує,3
1923,премію,3
1924,останнє,3
1925,2005,3
1926,активна,3
1927,близьким,3
1928,фронті,3
1929,надала,3
1930,малофєєва,3
1931,деталі,3
1932,морі,3
1933,голові,3
1934,простір,3
1935,замороження,3
1936,керівництво,3
1937,юридичних,3
1938,посилити,3
1939,лібералізації,3
1940,грошей,3
1941,чинної,3
1942,головне,3
1943,прохання,3
1944,болгарської,3
1945,демократична,3
1946,проросійського,3
1947,озброєння,3
1948,згода,3
1949,радянського,3
1950,заяву,3
1951,спротив,3
1952,впливали,3
1953,генеральним,3
1954,ініціатива,3
1955,керованої,3
1956,поліції,3
1957,засідань,3
1958,включно,3
1959,формально,3
1960,менші,3
1961,мовляв,3
1962,гравці,3
1963,вибухові,3
1964,forum,3
1965,відбутися,3
1966,exchange,3
1967,скидання,3
1968,accession,3
1969,сигналом,3
1970,особисто,3
1971,моделі,3
1972,фіксований,3
1973,вогню,3
1974,ринках,3
1975,корегування,3
1976,загрожує,3
1977,надовго,3
1978,спц,3
1979,партнером,3
1980,готівкового,3
1981,тривалий,3
1982,випадково,3
1983,ім,3
1984,кабель,3
1985,time,3
1986,нинішня,3
1987,важливою,3
1988,тіло,3
1989,партнера,3
1990,прийшов,3
1991,бєлєванцева,3
1992,зробив,3
1993,союз,3
1994,почнуть,3
1995,сучасної,3
1996,юані,3
1997,розуміють,3
1998,жити,3
1999,чуємо,3
2000,премія,3
2001,конституції,3
2002,офіційна,3
2003,нідерландів,3
2004,сербсько,3
2005,ураження,3
2006,скупщини,3
2007,пілотів,3
2008,недостатньо,3
2009,незалежності,3
2010,довоєнним,3
2011,путіну,3
2012,машини,3
2013,реєстрації,3
2014,зібралися,3
2015,уявити,3
2016,продовжувати,3
2017,рухатися,3
2018,міло,3
2019,mavic,3
2020,реальністю,3
2021,енергетичні,3
2022,нагороди,3
2023,повітряного,3
